Street 1,Street 2,Latitude,Longitude,Normalized Bike Accidents
Finch Ave E,Don Mills Rd,43.79268,-79.35472,0.005216324
Finch Ave E,Sandhurst Crcl,43.80723,-79.27039,0.0052104208
Queens Quay W,Lower Simcoe St,43.639449055,-79.382923973,0.0052065255
Pharmacy Ave,Denton Ave,43.6939424,-79.2840684,0.0052005944
College St,Huron St,43.65826,-79.39817,0.00519434
Bloor St W,St George St,43.6675098,-79.399815,0.0051923358
King St W,Shaw St,43.64145,-79.41501,0.0051802288
King St E,Sherbourne St,43.6512817,-79.368252,0.0051428571
Dundas St W,Bloor St W,43.6563079,-79.452406,0.0051397656
St Clair Ave W,Via Italia,43.67739,-79.44565,0.0051282051
Finch Ave E,Yonge St,43.77999,-79.41458,0.0050942435
Eglinton Ave E,Victoria Park Ave,43.72474,-79.30264,0.0050900548
Victoria Park Ave,Denton Ave,43.694314423,-79.289590716,0.005086072
Yonge St,Eglinton Ave W,43.70542,-79.39809,0.0050820051
Bay St,St Joseph St,43.66565,-79.3877,0.0050778051
Weston Rd,Little Ave,43.70105,-79.51944,0.0050714615
Yonge St,Church St,43.672879,-79.387845,0.005058548
Coxwell Ave,Plains Rd,43.69596,-79.32878,0.0050377834
Wellesley St E,Ontario St,43.66764,-79.37219,0.0050359712
Yorkdale Rd,Yorkdale 401 Allen N Ramp,43.7256,-79.44856,0.0050215208
Harbord St,Huron St,43.66353,-79.40005,0.0050142069
Richmond St W,Portland St,43.64699,-79.40111,0.004989605
Bloor St W,Spadina Ave,43.6666551,-79.403803,0.0049807085
Jane St,Marshlynn Ave,43.70472,-79.50427,0.0049689441
Eglinton Ave E,Markham Rd,43.74322,-79.21893,0.0049577672
Dundas St W,Aukland Rd,43.63853,-79.538,0.0049488618
Bloor St E,Sherbourne St,43.6723174,-79.376838,0.0049406176
Danforth Rd,Wolfe Ave,43.7274,-79.25263,0.0049403047
King St W,Bathurst St,43.643904,-79.40267,0.0049400141
Progress Ave,Consilium Pl,43.77668,-79.25052,0.0049207217
Warden Ave,Ashtonbee Rd,43.73072,-79.28876,0.0048908954
Spadina Ave,Nassau St,43.655859,-79.399205,0.0048537321
Ellesmere Rd,Military Trl,43.78656,-79.18842,0.004852406
Jane St,Lawrence Ave W,43.70289,-79.50377,0.004842146
Lake Shore Blvd W,Lower Simcoe St,43.640283676,-79.383386674,0.004820333
Dundas St W,Mc Caul St,43.654313,-79.391437,0.0048102217
King St W,Portland St,43.64447,-79.40008,0.0047765268
Sherbourne St,Front St E,43.650382,-79.367892,0.0047685277
Eglinton Ave W,Heddington Ave,43.7034761,-79.41388,0.0047281324
Hoskin Ave,Tower Rd,43.6647,-79.39572,0.0047244094
Steeles Ave W,Carpenter Rd,43.79207,-79.44764,0.0046923879
Avenue Rd,Bloor St W,43.668685,-79.394119,0.0046821721
Queen St W,John St,43.64992,-79.39113,0.0046657024
Mount Pleasant Rd,Soudan Ave,43.70611,-79.38924,0.0046482801
Don Mills Rd,Leith Hill Rd,43.77715,-79.34783,0.0046472328
St Clair Ave W,Wells Hill Ave,43.6837,-79.41572,0.004639738
Queens Quay W,Lower Spadina Ave,43.637832657,-79.390966787,0.0046199076
Ellesmere Rd,Neilson Rd,43.78268,-79.20497,0.004610951
Finch Ave W,Kipling Ave,43.74329,-79.5821,0.004587156
Bloor St W,Windermere Ave,43.6502634,-79.4804017,0.0045740423
York St,Richmond St W,43.6505005,-79.38462,0.0045720556
Bay St,Grosvenor St,43.6625165,-79.38637,0.004567474
Eglinton Ave W,Bicknell Ave,43.68969,-79.47717,0.0045534151
Yonge St,Aylmer Ave,43.6756028,-79.38895,0.0045529801
Church St,Wood St,43.66282,-79.37973,0.0045465422
Bloor St W,Durie St,43.65054,-79.47906,0.0045289855
Sherbourne St,Adelaide St E,43.6521492,-79.368634,0.0045187528
Richmond St W,Peter St,43.6484258,-79.393259,0.0045092838
Finch Ave E,Markham Rd,43.81302,-79.24308,0.004475043
St Clair Ave W,Vaughan Rd,43.68276,-79.42015,0.0044642857
Yonge St,Bishop Ave,43.78165,-79.416,0.004443504
The West Mall,Sherway Dr,43.60943,-79.56028,0.0044345898
Harbour St,York St,43.641006,-79.380705,0.0044142615
Steeles Ave E,Kennedy Rd,43.82371,-79.30705,0.0044106837
Eglinton Ave W,William R Allen Rd N,43.69902,-79.43502,0.0043816943
Church St,Shuter St,43.654817,-79.376441,0.004359937
Fairview Mall Dr,Godstone Rd,43.77965,-79.34573,0.0043525571
Spadina Ave,Willcocks St,43.6613,-79.4014,0.004324684
University Ave,Dundas St W,43.654812,-79.388484,0.004288203
Yonge St,Lake Shore Blvd W,43.644197,-79.3758602,0.0042602634
Ellesmere Rd,Morningside Ave,43.78535,-79.19337,0.004238921
Spadina Ave,Sullivan St,43.65091,-79.39723,0.0042329587
Finch Ave E,Warden Ave,43.79683,-79.31576,0.0042310822
Bay St,Bloor St W,43.669701,-79.389468,0.0041961396
Spadina Ave,St Andrew St,43.65441,-79.39864,0.0041815275
Eglinton Ave E,Dunfield Ave,43.70738,-79.39548,0.0041749066
Lower Sherbourne St,The Esplanade,43.64906,-79.36728,0.0041643531
Gateway Blvd,Grenoble Dr,43.71496,-79.3342,0.0041637752
King St W,Blue Jays Way,43.64607,-79.3923,0.0041356493
Eglinton Ave W,Duplex Ave,43.7063458,-79.400252,0.0040940106
Mccowan Rd,Bushby Dr,43.77469,-79.2523,0.0040636641
Adelaide St W,Portland St,43.64575,-79.4006,0.0040526849
Yonge St,Shuter St,43.654066,-79.379957,0.0040126111
Bloor St W,Glendonwynne Rd,43.65164,-79.47408,0.003976802
Yonge St,Soudan Ave,43.70426,-79.39784,0.0039767079
Church St,Front St E,43.648513176,-79.373833537,0.0039637599
Morningside Ave,Kingston Rd,43.76954,-79.18643,0.0039412397
Church St,Gould St,43.658207,-79.3778242,0.0039289872
University Ave,Gerrard St W,43.65752,-79.38952,0.0039269586
Keele St,Lawrence Ave W,43.70871,-79.47805,0.0039151713
Queens Quay W,York St,43.639907613,-79.380398764,0.0038845727
Doris Ave,Empress Ave,43.7697371,-79.4107908,0.0038739669
Bay St,Wellesley St W,43.664366,-79.387151,0.0038316507
Church St,Alexander St,43.66371,-79.38007,0.0038129641
Church St,Carlton St,43.661871,-79.379335,0.0037889226
Sherbourne St,Howard St,43.67129,-79.37642,0.0037619699
Dufferin St,St Clair Ave W,43.67795,-79.44306,0.0037518038
Meadowvale Rd,Zoo Rd,43.822932378,-79.177448899,0.0037517053
Queen St E,Victoria St,43.6526703,-79.378066,0.0037340113
Bay St,Richmond St W,43.6512244,-79.381452,0.0036856021
King St W,Simcoe St,43.647371,-79.38605,0.0036825274
Lower Simcoe St,Bremner Blvd,43.64239,-79.38403,0.0036704731
Bloor St,Yonge St,43.670229,-79.386767,0.0036641106
Queen St E,Church St,43.65317,-79.375754,0.003660112
St Clair Ave W,Bathurst St,43.68314,-79.41828,0.0036336299
Mount Pleasant Rd,Roehampton Ave,43.70963,-79.39059,0.0036286019
Don Mills Rd,York Mills Rd,43.7557927,-79.347046,0.0036188179
Church St,Maitland St,43.66466,-79.38047,0.0035971223
University Ave,Queen St W,43.650827,-79.386628,0.0035874439
Bloor St E,Church St,43.6710224,-79.383123,0.0035453419
Bay St,Gerrard St W,43.658496,-79.384865,0.0035417308
Eglinton Ave E,Redpath Ave,43.7078669,-79.39279,0.0035237116
Bay St,Yorkville Ave,43.67139,-79.39017,0.0035234242
Bay St,College St,43.6608138,-79.385857,0.0035216779
Dundas St E,Victoria St,43.6563,-79.37955,0.0035127777
University Ave,Elm St,43.656323,-79.388959,0.0035063797
Queens Quay W,Bathurst St,43.63568,-79.39829,0.0034240061
University Ave,King St W,43.6476553,-79.384788,0.0034203546
Richmond St W,John St,43.6491527,-79.390765,0.0034008348
Bloor St W,Runnymede Rd,43.6511478,-79.476227,0.0033955857
College St,Elizabeth St,43.66051,-79.38742,0.0033288948
Dundas St W,Bay St,43.655721,-79.383734,0.0033276497
Dufferin St,Eglinton Ave W,43.695684,-79.450293,0.003321077
Victoria St,Richmond St E,43.6519522,-79.377756,0.0032827888
Eglinton Ave W,William R Allen Rd S,43.6987,-79.43643,0.0032736044
Church St,Wellesley St E,43.6657034,-79.380928,0.0032365452
Yonge St,Charles St E,43.66869,-79.38609,0.0032338674
Bay St,King St W,43.648653,-79.380268,0.003193096
Yonge St,Gerrard St E,43.6590897,-79.382096,0.0031849839
Adelaide St E,George St,43.6516,-79.37108,0.0031663788
Yonge St,Front St E,43.646846,-79.376931,0.0031533899
King St E,Church St,43.6499164,-79.374409,0.0031524805
Doris Ave,Greenfield Ave,43.76394,-79.40862,0.0031131097
Markham Rd,Ellesmere Rd,43.77645,-79.23174,0.0031026575
Bay St,Elm St,43.65729,-79.38438,0.003064436
University Ave,Adelaide St W,43.648857,-79.38548,0.0030586709
Yonge St,Chaplin Cres,43.6982977,-79.396601,0.0030290792
Gerrard St W,Elizabeth St,43.65819,-79.3864,0.0030207135
Yonge St,Wellesley St E,43.6649351,-79.384558,0.0030129125
Church Ave,Doris Ave,43.77411,-79.41252,0.00300793
Bay St,Charles St W,43.66822,-79.38885,0.0029812318
Spadina Ave,Adelaide St W,43.6467218,-79.395533,0.0029492725
Yonge St,Richmond St E,43.651697,-79.378965,0.0029461932
Yonge St,Finch Ave E,43.7797703,-79.415504,0.0029456577
Yonge St,Carlton St,43.6613687,-79.383094,0.0029439315
Adelaide St W,Peter St,43.6473011,-79.392799,0.0029376188
Finch Ave E,Mccowan Rd,43.80806,-79.26645,0.0029368576
Yonge St,Ranleigh Ave,43.7278642,-79.40293,0.0029224686
King St W,John St,43.64662,-79.38976,0.0028697985
York St,Adelaide St W,43.649196,-79.384074,0.0028228652
The Pond Rd,Ian Macdonald Blvd,43.77093,-79.49832,0.0028204325
Spadina Ave,King St W,43.6454505,-79.395002,0.0028025478
York St,Bremner Blvd,43.64297,-79.38147,0.0027968472
Lawrence Ave E,Markham Rd,43.75981,-79.22531,0.0027858527
St George St,Harbord St,43.66411,-79.39841,0.0027803099
Shuter St,Victoria St,43.65432,-79.37874,0.0027792483
Bay St,Albert St,43.6529652,-79.382631,0.0027494108
King St W,York St,43.6479338,-79.383531,0.0027184466
Adelaide St W,John St,43.64788,-79.39028,0.0027084315
Spadina Ave,Richmond St W,43.6479018,-79.396023,0.002649299
Adelaide St E,Victoria St,43.6506539,-79.377248,0.0026473703
Lake Shore Blvd E,Yonge St,43.64326,-79.37543,0.002624098
Yonge St,St Clair Ave E,43.688075,-79.394098,0.0026029153
Yonge St,King St E,43.6491624,-79.377904,0.00260181
Church St,The Esplanade,43.6473,-79.37329,0.0025866529
Yonge St,Gould St,43.65742,-79.38134,0.0025811575
Spadina Ave,Bremner Blvd,43.64054,-79.39294,0.0025145068
Spadina Rd,Lonsdale Rd,43.68869,-79.41265,0.0025031289
Lake Shore Blvd W,Bay St,43.64317,-79.37791,0.0024960589
Yonge St,Sheppard Ave E,43.7615144,-79.410903,0.0024855012
Front St E,George St,43.649842,-79.37032,0.0024626498
University Ave,York St,43.645291,-79.382476,0.0024564088
Yonge St,Broadway Ave,43.709554,-79.398943,0.0022990157
Church St,Adelaide St E,43.651173,-79.374925,0.0022928768
Yonge St,North York Blvd,43.76658,-79.4122,0.0022628091
Lawrence Ave W,Allen X S Lawrence E Ramp,43.715884222,-79.445178211,0.0022394137
Dundas St W,Huron St,43.65336,-79.39612,0.002208589
Front St W,Blue Jays Way,43.6433915,-79.391253,0.0022028453
York St,Wellington St W,43.6466383,-79.383007,0.0021718895
University Ave,Richmond St W,43.6501396,-79.38624,0.0021562217
King St E,George St,43.65073,-79.3707,0.0021505376
Yonge St,Bishop Ave,43.782659556,-79.416247308,0.0019790224
Bay St,Adelaide St W,43.649876,-79.380823,0.0018662743
Yonge St,Queen St E,43.6524209,-79.379276,0.0018629683
Yonge St,Adelaide St E,43.650419,-79.378436,0.0018276979
Dundas St W,Chestnut St,43.65524,-79.38599,0.0017831225
Bay St,Queen St W,43.65189,-79.381698,0.0016670034
Yonge St,Dundas St E,43.656326,-79.380912,0.0016492243
Bay St,Harbour St,43.6421004,-79.377444,0.0016368526
St George St,Willcocks St,43.6621,-79.3976,0.0016099603
Wellington St W,John St,43.64529,-79.38918,0.0015305007
Front St W,John St,43.64398,-79.38873,0.0015205537
Bay St,Front St W,43.645996,-79.379115,0.0015090543
Yonge St,Eglinton Ave E,43.7067501,-79.398311,0.0013247585
Bay St,Wellington St W,43.647345,-79.379702,0.001148175
Simcoe St,Wellington St W,43.6460929,-79.385564,0.0011470709
Yonge St,Elmhurst Ave,43.76328,-79.41135,0.001104503
The Pond Rd,Sentinel Rd,43.77002,-79.50248,0.0010751637
Front St W,Simcoe St,43.6447547,-79.384981,0.001004194
Finch Ave E,Au Large Blvd,43.79365,-79.35042,0.0009536525
Wellington St W,Blue Jays Way,43.6447334,-79.3917762,0.0009334889
University Ave,Wellington St W,43.6464054,-79.384076,0.0008943744
Jarvis St,Front St E,43.64945,-79.37141,0.0008434074
King St E,Jarvis St,43.6504606,-79.3719239,0.0008312552
